Gene	WT-Com1	WT-Com2	WT-Com3	WT-Q1	WT-Q2	WT-Q3	p53-Com1	p53-Com2	p53-Com3	p53-Q1	p53-Q2	p53-Q3
1700096J18Rik	0.0560388	0.0535168	0	0.350495	0.338575	0.0502435	0.156956	0.140958	0.109796	0.0489254	0.104714	0.0973319
1700096K18Rik	0.754997	0.922232	0.793204	0.750416	0.848658	0.645433	0.327849	0.309154	0.30961	0.337244	0.311685	0.259216
1700099I09Rik	0.0623926	0.0613042	0.0596788	0	0.171101	0.0886375	0.0609318	0.086554	0.0332418	0.0311586	0.188059	0.115396
1700100L14Rik	0	0	0	0.0388868	0	0	0	0	0	0	0	0
1700101I11Rik	0.0946959	0.120579	0.0606806	0.230329	0.127141	0.0566019	0	0	0.0618452	0.0826754	0.0589828	0.0274123
1700102H20Rik	0.542273	0.474712	0.390921	0.659487	0.409538	0.607741	0.253137	0.49256	0.132808	0.157813	0.211102	0.117732
1700102P08Rik	0.0463418	0	0	0.579689	0.419981	0.436267	0.194694	0.213705	0.181593	0.667578	0.519564	0.442692
1700104L18Rik	0	0	0	0	0	0	0	0	0	0.037144	0	0
1700105P06Rik	0.458408	0.218888	0.308433	0.382282	0.18464	0.246601	0.256786	0.192177	0.269444	0.200109	0.385461	0.119429
1700108F19Rik	0.322417	0.391881	0.169039	0.183323	0.206604	0.0525589	0.0273648	0.122878	0.114855	0	0.0273849	0
1700108J01Rik	0.0543625	0	0	0	0	0	0	0	0.106511	0	0	0
1700109G14Rik	0.0318817	0.0304469	0.0306445	0.0997022	0	0.0285847	0.0595305	0.0267314	0	0.0278348	0	0.0553743
1700109H08Rik	0.811254	0.669877	0.916033	0.596703	0.612319	0.687255	1.21927	0.88927	1.49609	0.936823	1.17813	1.13604
1700109K24Rik	5.39176	5.55033	4.95816	1.24088	1.64525	1.33934	3.15976	3.09211	2.60669	3.05672	2.76954	2.55402
1700110C19Rik	0.211426	0.302866	0.237092	0.0734648	0.212899	0.126374	0.164492	0.206816	0.103561	0.123059	0.197535	0.0612031
1700110I01Rik	0	0	0	0	0	0	0	0.00417776	0.00488124	0	0.013966	0
1700110I07Rik	0	0	0.0336836	0	0	0	0	0	0	0	0	0
1700110K17Rik	0	0.0343172	0	0	0.0361848	0	0	0	0	0	0	0
1700112E06Rik	0.446834	0.346713	0.510024	0.145559	0.112487	0	0.182512	0.0468312	0.19151	0.0243821	0.0260923	0
1700112J05Rik	0	0	0	1.50E-16	0.0406472	1.94E-16	0.0982169	1.55E-27	1.41E-16	7.74E-24	2.70E-16	5.89E-25
1700112J16Rik	0.0306526	0.00975768	0.009821	0.0106509	0.0102887	0.00916087	0	0.0171338	0	0.0178411	0.0190924	0
1700113A16Rik	0.92147	0.586797	0.50635	0.897755	0.605407	0.632342	0.205037	0.203949	0.242646	0.122393	0.214207	0.175451
1700113B09Rik	0	0.0565037	0	0	0	0	0	0	0	0	0.0552792	0
1700119H24Rik	0	0	0.0417309	0	0.0437182	0	0.0405336	0	0	0	0	0
1700120C14Rik	0.132651	0.50355	0	0.136705	0.132537	0	0.49444	0.165311	0.322919	0.172438	0.24815	0.114792
1700120G07Rik	0	0	0	0	0	0	0	0	0	0	0.0268892	0
1700120K04Rik	0.281123	0.223726	0.0450355	0.488412	0.660523	0.546109	0.218717	0.157139	0.413099	0.490876	0.48153	0.488273
1700123K08Rik	0.0242996	0	0	0	0	0.0217866	0.0226864	0	0	0	0	0.0211025
1700123M08Rik	2.21958	2.30202	2.54637	2.01518	2.54747	2.01144	0.334231	0.360196	0.514371	0.437575	0.356774	0.414528
1700123O20Rik	9.03227	9.12592	9.28804	16.9799	17.9722	17.5646	9.88133	9.85449	10.099	14.1613	14.1758	14.105
1700124L16Rik	0.661777	0.210664	0.353386	0.0766497	0	0.131853	0.549194	0.184956	0.360168	0.320985	0.412198	0.191569
1700125G22Rik	0	0.0846572	0.0568044	0.0308023	0	0	0	0	0.0289473	0	0.0828225	0
1700125H03Rik	0.0669517	0.0319692	0.0643534	0	0	0	0.0312535	0.0561359	0.0655885	0	0.0312764	0
1700125H20Rik	0.13047	0.0996784	0.0501627	0.217606	0.315309	0.25735	0	0.0218786	0	0.0227817	0	0
1700128A07Rik	0	0	0	0	0	0	0	0	0.0289809	0.0258281	0	0.0256911
1810007C17Rik	0	0	0	0	0	0	0.100647	0.180776	0.281623	0.219611	0.201441	0.0936201
1810007D17Rik	0	0	0	0	0	0.030742	0	0	0	0	0	0
1810008I18Rik	0	0	0	0.0383803	0.0370751	0.0330109	0.343743	0.216095	0.216413	0.578608	0.447194	0.351719
1810009A15Rik	34.8296	35.0852	34.501	28.6083	29.5265	29.4324	34.2409	35.4211	36.0517	28.1057	28.6234	30.3564
1810009J06Rik	0	0	0	0	0	0	0	0.0171671	0	0	0	0
1810010D01Rik	0.136052	0.129928	0.130772	0.056729	0.164399	0.0731889	0.152423	0.0912583	0.106625	0.0950252	0.0762676	0.0708909
1810010H24Rik	1.22694	1.14961	1.35734	1.15832	1.00238	1.30761	0.605163	0.485251	0.544283	0.707393	0.54072	0.502601
1810011O10Rik	1.14688	1.36908	0.937017	0.199255	0.153983	0.308482	8.19119	8.33392	8.16431	4.55591	4.07181	4.68114
1810012K16Rik	0.375522	0.493105	0.451186	0.195725	0.0945346	0.126258	0	0.275501	0.275907	0.4508	0.482418	0.326116
1810013A23Rik	0.122022	0.116531	0	0.063599	0	0.109403	0	0	0	0	0	0
1810013L24Rik	14.1946	14.1044	13.3196	14.9269	14.5513	14.7703	10.8385	10.9381	10.8773	17.2561	17.2003	17.9184
1810014B01Rik	0.769954	0.627945	0.519987	2.47609	2.693	2.54191	2.32602	2.43101	1.94354	4.23056	3.63134	4.10026
1810019D21Rik	0.18548	0.256175	0.311993	0.112786	0.046693	0.0970072	0.913734	0.757053	0.777557	0.871962	0.958791	0.914196
1810020O05Rik	0.0242996	0	0.0233565	0	0.0489377	0.0217866	0.0453728	0.0611221	0.0714144	0.0636451	0.113515	0.042205
1810021B22Rik	1.12815	0.817317	1.00958	1.29765	0.430898	0.802206	0.871657	0.880663	0.647862	0.781161	0.872296	1.24999
1810022K09Rik	64.3337	63.0137	60.4344	128.834	128.222	133.962	86.8364	87.6671	88.4446	100.37	103.201	101.931
1810024B03Rik	0	0.0383833	0.0772648	0.146639	0.121416	0.126125	0.131334	0.168496	0.0984345	0.122816	0.0563272	0.226877
1810026B05Rik	1.48287	1.57127	1.557	2.22328	2.03803	2.25588	1.23291	1.2236	1.18888	1.83085	1.87403	1.99413
1810026J23Rik	9.83957	9.04484	9.80594	21.8157	21.9677	22.009	11.4301	11.7883	11.7708	21.3898	21.6485	20.6382
1810030O07Rik	14.3705	13.915	13.7212	12.0377	11.4747	11.6532	21.4557	20.676	20.2901	15.1023	15.1102	15.0304
1810032O08Rik	4.99405	5.07346	4.66554	37.4764	38.7297	39.5103	6.32771	5.90704	6.21529	13.8145	13.248	14.0953
1810034E14Rik	0.423557	0.552809	0.610679	0.294348	0.255904	0.291145	0.369076	0.189404	0.331946	0.13559	0.197864	0.12261
1810037I17Rik	53.4639	52.9746	51.3139	39.3192	36.1184	34.6599	17.0357	17.5505	17.1861	15.4757	15.7574	16.1633
1810041H14Rik	0.133202	0.413424	0.192049	0.347131	0.26826	0.17914	0.124359	0.139605	0.0978676	0.0290735	0.093338	0.0289193
1810043G02Rik	3.75024	4.19747	3.93633	4.12824	4.62227	4.69392	7.6748	7.88616	7.64167	7.39968	7.11981	7.66006
1810044D09Rik	3.71678	3.84946	3.52222	3.81987	3.63725	4.64659	1.02635	0.877845	1.17951	2.10238	2.24984	1.773
1810055G02Rik	19.4259	19.3392	18.0094	17.4457	16.4304	16.0231	17.7072	19.042	17.812	22.9085	22.9617	23.7262
1810058I24Rik	31.9682	31.1077	30.4837	28.9244	32.3678	32.9899	28.1127	28.7208	28.4842	25.846	26.4355	26.2519
1810062G17Rik	5.22238	4.24057	4.77812	0.436676	0.787408	0.701093	0.730049	0.819547	0.629246	1.6336	1.48726	1.72195
1810062O18Rik	0.31515	0.268175	0.439342	1.47322	1.92334	1.47944	0.416	0.206825	0.365566	0.142111	0.189833	0.143338
1810064F22Rik	0	0	0	0	0	0.00990902	0	0	0	0	0.0103258	0
2010001A14Rik	3.23016	2.95757	4.06505	4.96397	5.06342	4.44866	2.54937	2.73626	3.0339	4.91342	4.57356	5.08979
2010003K11Rik	0	0.0208197	0.0209548	0.0227256	0	0	0	0	0	0	0	0
2010005H15Rik	0.0963698	0.322114	0.0926299	0	0	0	0	0	0	0	0	0
2010009K17Rik	0.133903	0.0441037	0.140651	0	0	0	0.0426823	0.190745	0.0444719	0.194843	0.0427845	0.0410436
2010010A06Rik	5.35E-22	0	0	2.48E-20	9.03E-12	0.0611112	0.0651072	0.0260953	0.0474186	0.0184486	4.93E-20	7.00E-16
2010016I18Rik	0	0	0.015696	0.0211443	0.0800009	0.0468535	0.0185246	0.0195505	0.0479916	0.0427705	0.0233211	0.0567249
2010106C02Rik	0	0	0	0	0	0	0	0	0	0.0338084	0	0
2010107E04Rik	69.1455	71.8913	70.884	45.3396	52.3608	50.6207	50.0433	52.5985	54.4222	32.4358	33.9293	32.627
2010107G23Rik	0.338046	0.449157	0.353182	0.306422	0.370001	0.408508	0.0274439	0	0	0	0.013732	0
2010109A12Rik	0.0464263	0	0.0446246	0.0483956	0.140249	0.0832502	0	0.0389263	0	0	0	0
2010109I03Rik	0	0	0	0	0	0	0	0.0113045	0.0132081	0	0	0
2010111I01Rik	3.94239	4.02276	3.804	2.59942	2.4384	2.76601	1.86469	1.77887	1.87485	1.30777	1.13685	1.24775
2010204K13Rik	3.17348	3.15907	3.25713	3.44826	2.84353	3.06231	6.70397	6.40401	6.27042	6.66833	6.70889	6.28264
2010300C02Rik	0.0058339	0	0	0	0	0.00523058	0.0163398	0.053806	0.0342907	0.0101867	0.0163518	0
2010308F09Rik	0.0362933	0	0.0348849	0	0	0	0	0	0.0711087	0	0	0.0315183
2010310C07Rik	0	0.0575068	0.05788	0.0313855	0	0.0269947	0	0	0.0294954	0.0525731	0	0.0784414
2010315B03Rik	3.43344	3.02937	3.32379	6.41148	5.4599	5.51454	2.53971	2.19579	2.22107	3.67117	3.51891	3.77982
2010320M18Rik	3.51743	3.81571	3.70918	7.29767	6.05224	6.46044	2.74192	3.2069	2.44218	3.3989	3.95636	3.55882
2200002D01Rik	4.71699	4.79223	4.58217	1.51697	1.92015	2.02461	8.76084	6.90017	7.0789	1.70863	1.68782	1.65599
2200002J24Rik	0	0	0.040089	0	0	0	0	0	0	0	0	0
2210010C04Rik	0.0118775	0	0.0114166	0.0123813	0.0239205	0.0319476	0	0	0	0.0103698	0	0.0103148
2210011C24Rik	0.0280503	0.0803637	0.0539235	0.0292401	0.0282457	0	0.235693	0.164632	0.0824375	0	0.0524147	0.0243598
2210013O21Rik	37.6869	37.2964	38.7098	39.0066	43.157	44.6351	15.3449	15.276	16.9748	15.8547	17.1056	17.2677
2210016F16Rik	0.0811392	0.0947068	0.0693247	0.0657851	0.0635479	0.0727481	0.00841696	0.0831495	0.0264957	0.0550974	0.0252694	0.0391466
2210016L21Rik	11.0825	10.6758	10.7451	10.548	10.9462	11.1806	15.0973	15.5786	14.35	19.2842	18.5839	19.8012
2210039B01Rik	0.0979466	0.0935384	0.0941455	0	0.0493145	0	0.0228611	0.0615928	0.0479762	0.0213784	0.0686335	0.063795
2210404E10Rik	0	0	0	0.0454902	0	0	0	0	0	0	0	0
2210406O10Rik	0.209027	0.09981	0.186565	0.0778192	0.0902073	0.107092	0.0418181	0.0751114	0.0731327	0.130353	0.097647	0.142628
2210408F21Rik	0.879826	1.02695	1.08059	0.229286	0.467587	0.350594	0.501977	0.635236	0.407014	0.277385	0.433844	0.36081
2210408I21Rik	0.903467	1.03968	0.829327	0.899409	0.764199	0.850536	0.847707	0.795391	0.783288	1.29755	1.16909	1.29067
2210409D07Rik	0	0	0	0	0	0	0	0	0	0.0484981	0.103799	0
2210409E12Rik	0.0674844	0	0	0	0	0	0	0.0565826	0	0	0	0
2210416O15Rik	0.0676639	0.0650378	0.0655288	0.0895746	0.0343645	0.0913465	0.0952463	0.127923	0.116001	0.0740093	0.110928	0.0883581
2210418O10Rik	0.767065	0.715932	0.719767	2.0812	1.8501	1.93321	1.69737	1.64196	1.73779	2.43392	2.48178	2.46567
2210420H20Rik	0	0	0	0	0	0	0	0	0	0.0354261	0	0
2300002M23Rik	0	0	0	0	0	0	0	0.0341853	0.0399417	0	0	0
2300009A05Rik	5.14789	5.11935	5.6433	10.5994	10.7102	10.9857	7.30851	5.7788	6.37678	12.4804	11.885	12.2664
2310001H17Rik	1.4557	1.73773	1.1448	1.75886	1.56578	1.30516	0	0.0277394	0	0.0288844	0	0.0861938
2310001K24Rik	0	0.0529338	0	0	0.056142	0.199946	0	0.139422	0	0.0490417	0.0523362	0.0969337
2310002D06Rik	0	0	0	0	0	0	0	0	0.0490622	0	0	0
2310002F09Rik	0.019923	0.0190263	0.0191498	0	0.0300926	0.0178626	0	0	0	0	0	0
2310003N18Rik	0.222198	0.159148	0.266968	0	0	0	0.0518617	0.0465756	0.0544184	0	0	0
2310005A03Rik	0	0.0174294	0	0	0.018378	0	0	0	0	0	0	0
2310005E17Rik	0.150161	0.245834	0.206191	0.178892	0.0432021	0.134632	0	0.0179862	0	0.0187286	0	0.0186293
2310007B03Rik	0	0	0	0	0	0	0.0402247	0.0361247	0.0422076	0	0.0100635	0
2310009A05Rik	4.94557	4.82037	5.14569	11.5331	11.0382	11.7481	3.57004	3.3344	2.59725	3.3385	3.62029	3.58646
2310009B15Rik	10.3816	10.0846	12.1201	3.94793	4.48667	4.03479	3.20307	3.43697	3.66652	1.47822	1.54027	1.62515
2310010J17Rik	2.79007	2.6645	2.22725	1.72533	1.85713	2.24714	0.927148	0.872297	1.29714	0.70187	0.751099	0.739216
2310011J03Rik	5.24475	6.16569	5.08543	10.1991	9.83678	10.1609	10.3802	9.95219	10.0205	14.393	14.7578	14.5964
2310015A10Rik	1.11324	1.07818	1.07508	0.859394	0.787866	0.875699	0.764792	0.717658	0.730475	0.994847	1.00575	1.06253
2310015D24Rik	0	0.00832932	0.00838337	0	0	0.0156397	0.00814284	0.00731286	0	0	0	0
2310022A10Rik	4.95922	5.37939	5.58522	6.9545	7.12312	7.29035	5.63458	6.00954	5.75654	9.89302	8.69854	9.5642
2310022B05Rik	131.624	129.807	130.11	27.4671	28.5394	28.7908	18.8183	19.1965	19.03	16.1738	16.9488	16.4221
2310030A07Rik	0	0	0	0.0434767	0.0419981	0	0	0	0	0	0	0.0362202
2310030G06Rik	0.839861	0.626	0.787578	0.12812	0.185644	0.0918299	0.305992	0.257628	0.200673	0.125189	0.0765542	0.0889466
2310033P09Rik	4.77671	5.52107	4.86721	3.86806	4.14939	3.27178	6.25876	6.10212	5.78405	5.53066	5.65042	6.03544
2310034G01Rik	0.0322863	0.185	0.155167	0.0673116	0.0975338	0.0868422	0.180858	0.189494	0.379547	0.225504	0.211155	0.252346
2310035C23Rik	4.05674	3.73036	4.06665	5.30806	5.43087	5.10136	5.19336	5.4336	5.5324	5.79345	5.7249	5.60729
2310036O22Rik	69.3655	69.7847	72.8694	79.384	79.9297	77.2797	60.5799	61.8426	64.7679	67.8566	69.4981	69.2306
2310039H08Rik	19.0895	19.8019	19.4242	13.3462	15.9414	16.23	7.86634	7.23012	7.3191	6.12055	5.56583	5.17345
2310039L15Rik	0	0.0378452	0	0.0826193	0.119714	0.0355305	0	0	0	0	0	0
2310040G24Rik	0.0656558	0.0627009	0.15777	0.205322	0.0991698	0.117732	0.0612972	0.0275247	0.064319	0.0573216	0.0613421	0.0285088
2310043L19Rik	0	0	0.0350348	0	0	0	0	0	0	0	0	0
2310045n01rik-mef2b	0.00122152	0.000563992	0.000599947	0.00217464	0.00388581	0.000455992	0.000298459	0.0554677	0.000916629	0.139991	0.000543737	0.0880993
2310057M21Rik	2.58553	2.94105	2.8276	5.58206	5.5658	5.43992	5.66459	5.58823	5.45978	6.50111	6.25924	6.70614
2310061I04Rik	16.5986	16.6941	16.8222	18.3721	19.71	19.6281	33.0813	33.2705	32.2801	29.5386	29.31	29.3106
2310068J16Rik	0.115797	0.198369	0.156938	0.480364	0.658796	0.621313	0.236305	0.30838	0.317706	0.404528	0.343913	0.321179
2310069B03Rik	0.0416848	0.106157	0.0534228	0	0.0139917	0	0.0648625	0.0349508	0.108896	0.0363934	0.038946	0.0482673
2310069G16Rik	0.0295147	0.0281863	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	10.513	10.8857	10.5862	40.7714	39.9794	41.8462	20.8405	20.7935	20.5978	34.1139	34.9595	35.0143
2410003L11Rik	0	0	0	0.0433346	0	0.0745443	0	0	0	0	0.07768	0.0361019
2410004B18Rik	8.84586	10.5161	9.10452	17.4901	17.6048	16.9851	7.1867	6.21352	6.82524	11.0719	12.848	12.1462
2410004P03Rik	0	0	0	0	0.0569941	0	0.0396318	0	0	0.0123538	0.0132203	0.0245766
2410006H16Rik	160.321	164.753	158.873	703.865	712.605	712.422	112.426	110.915	106.29	220.628	232.596	225.592
2410012E07Rik	0.0187484	0	0.0180209	0.0390874	0	0	0	0	0	0	0	0
2410015M20Rik	34.8769	34.498	36.1794	52.1634	56.8026	55.7726	46.0896	45.1778	44.2353	30.7734	32.3651	32.6001
2410016O06Rik	2.94975	3.24162	2.97079	4.90623	4.88134	5.12411	5.21425	5.19197	5.74752	8.6633	8.76433	8.28773
2410018L13Rik	0.74137	1.01174	1.17837	0.898046	0.98324	0.912893	0.634264	0.365397	0.569593	0.564558	0.709554	0.690939
2410021H03Rik	0.434044	0.510165	0.577661	0.243629	0.302585	0.269416	0.716944	0.92381	0.621455	0.495546	0.374332	0.666889
2410089E03Rik	11.1716	11.6923	11.3127	10.394	10.4125	10.6656	13.561	13.3544	13.2439	13.5492	13.1804	13.4436
2410131K14Rik	2.60134	2.67536	3.09571	10.1315	11.2646	11.1746	5.66683	5.94409	6.31025	10.9563	10.7455	11.1465
2410137M14Rik	0	0.0280886	0	0.0306599	0	0	0.0274597	0	0	0	0.0549597	0
2410141K09Rik	0	0	0	0	0	0.0265393	0	0	0	0.0387646	0	0
2500002B13Rik	7.02325	6.24923	7.21157	2.20516	2.24378	2.60475	1.343	1.4899	1.18815	1.79766	1.15952	1.71464
2500004C02Rik	0.884693	0.691263	0.76017	0.684678	0.823367	0.877329	2.6656	2.85471	2.54751	1.43946	1.34004	1.45511
2510002D24Rik	5.12137	5.16697	5.61734	4.13311	4.92831	4.57322	1.5231	1.64489	1.41611	1.98323	1.73645	2.09824
2510003B16Rik	1.40504	2.37591	2.86727	1.73975	1.99097	2.51297	0.939269	0.418305	0.712022	0.840452	0.674668	0.598415
2510009E07Rik	1.65538	1.81613	1.73321	0.636828	0.664781	0.671418	0.174787	0.190018	0.193057	0.176355	0.133488	0.14547
2510039O18Rik	12.9304	13.683	12.9659	16.4408	16.9041	17.4733	12.5156	12.435	12.0466	17.9584	18.1561	18.5508
2610001J05Rik	13.504	13.7856	14.2006	12.6647	13.3707	13.2081	14.0303	14.5642	13.1461	8.04466	9.05715	8.83528
2610002M06Rik	4.83918	5.04568	4.73512	2.2339	2.21934	2.09712	5.74195	5.90536	5.78607	3.15632	3.18643	3.36654
2610005L07Rik	12.59	13.7108	13.2845	23.9869	22.6466	23.6208	9.32257	9.76937	9.34501	12.3783	12.2915	11.9884
2610008E11Rik	4.95718	5.05006	5.00188	7.81388	7.54209	7.23854	3.59463	3.60151	3.71291	4.76912	5.05866	5.26105
2610020C07Rik	1.24101	1.22618	1.20593	1.5732	1.58594	1.65578	0.930284	0.810162	0.975469	1.08137	0.953126	1.20785
2610020H08Rik	3.05559	2.89739	2.88494	3.17391	3.0987	3.57507	3.27762	3.40688	3.73643	3.81239	3.98866	4.07446
2610027K06Rik	0.0112388	0	0.0215813	0	0.0582424	0.0205022	0.0420687	0.0191764	0.0110386	0.0296333	0.0316665	0.00994991
2610028H24Rik	0	6.59E-44	0.016229	1.87E-30	2.52E-27	1.22E-31	2.75E-36	1.96E-24	8.31E-24	2.48E-38	1.75E-32	8.30E-36
2610035D17Rik	0.385479	0.223508	0.449917	0.40183	0.374302	0.493735	1.41385	1.53523	1.40263	1.80293	1.91653	1.73359
2610035F20Rik	0.309994	0.274896	0.297964	0.392388	0.40134	0.456608	0	0	0	0	0	0
2610037D02Rik	0	0	0	0	0	0	0	0	0.00686412	0.0122347	0.00654643	0.0182548
2610042L04Rik	0	0	8.20E-17	0.047776	0.0674586	0.121011	0.203278	0.305546	0.255347	0.25924	0.289644	0.182341
2610044O15Rik8	3.05128	3.89913	3.29572	6.55498	6.39944	5.92651	3.65125	3.33549	3.76843	6.3302	6.83647	6.92765
2610203C22Rik	0.265656	0.370792	0.353556	0.0852073	0	0.0916087	0.0381569	0.0171338	0.020019	0.0713643	0	0
2610206C17Rik	0.0148175	0.0283012	0	0.061784	0.0895243	0.0531405	0.0276676	0.0496951	0.0145158	0.0517464	0.0553758	0.051472
2610301B20Rik	10.2223	9.85401	9.21366	6.99958	6.21723	6.50499	7.42411	7.40262	8.06075	5.86241	6.31848	6.40506
2610306M01Rik	2.78037	3.38367	2.88532	3.43693	3.54304	3.13259	1.33235	1.23781	1.22931	0.773343	0.827585	0.897449
2610307P16Rik	0.149877	0.268372	0.117049	0.195293	0.113191	0.167972	0.358564	0.369141	0.385417	0.662438	0.525112	0.569441
2610318N02Rik	6.00873	5.75749	5.91075	3.33081	4.02698	3.96392	3.69611	3.72377	4.31143	3.21076	3.60494	3.83946
2610507B11Rik	39.7126	39.9394	39.9029	44.2049	45.0662	45.284	59.396	59.63	59.9533	57.9402	58.8807	58.3542
2610507I01Rik	3.48564	3.57131	3.37562	3.04921	2.72504	2.709	0.318883	0.367154	0.317444	0.367016	0.327299	0.266197
2610524H06Rik	11.5737	11.3525	12.5642	4.0132	3.98516	3.8621	7.30276	7.11475	7.63118	8.35663	7.60877	8.06619
2610528A11Rik	0.033653	0.0642767	0	0.0701608	0.13555	0.120691	0.81689	0.987575	0.923097	0.0587623	0.188651	0.233802
2700038G22Rik	5.06612	5.35491	4.9444	7.41069	8.056	6.73794	8.49547	8.84405	8.76873	9.96199	9.15762	10.0061
2700046G09Rik	0.868209	0.977195	1.11766	0.743422	0.874258	0.889626	0.492133	0.31198	0.334137	0.311322	0.275217	0.390454
2700049A03Rik	5.60219	5.49768	5.33816	2.53565	2.50276	2.60443	3.60227	3.45348	3.56793	3.74248	3.62965	3.59996
2700054A10Rik	0.181392	0.145288	0.196849	0.494062	0.542074	0.671516	1.1636	1.26086	1.10058	0.914436	0.945774	0.940076
2700060E02Rik	84.7826	83.5413	85.5899	82.2847	82.8795	84.9278	54.7097	55.5329	55.6902	53.5886	56.2768	55.7479
2700062C07Rik	5.8427	5.08534	5.54487	10.2794	9.65672	10.3443	3.54449	3.96867	3.83998	5.35932	5.0212	6.016
2700069I18Rik	0	0	0	0.237398	0.0655214	0.204187	0.394865	0.300061	0.446203	0.994149	0.851102	0.960623
2700070H01Rik	0	0	0	0	0	0	0.013604	0.0244348	0.0285494	0.0127217	0	0
2700081O15Rik	3.98275	4.18336	3.86249	10.2968	10.4704	10.6532	7.93184	7.91865	7.9232	10.2089	10.3151	10.0972
2700089I24Rik	0.0139254	0.0398959	0.0267699	1.20483	0.925476	1.12367	0.208015	0.210164	0.259195	0.413362	0.468376	0.423263
2700097O09Rik	2.9364	2.90659	2.53402	3.99934	4.20866	3.72809	3.76201	3.41449	3.75849	5.63258	6.04763	5.58407
2700099C18Rik	15.4026	15.6111	15.8107	9.94333	10.056	9.15292	13.7589	13.6927	12.6096	10.6429	11.0219	11.18
2810001G20Rik	5.08268	5.23146	5.4554	6.65227	6.68195	5.89885	2.60989	3.55132	2.65557	7.09999	6.33165	6.5719
2810002D19Rik	3.79393	3.72155	3.8117	11.0235	10.5276	10.6665	2.35603	2.21665	2.01811	2.54795	2.93517	2.84752
2810004N23Rik	20.2686	20.1124	20.0129	71.1571	72.9452	75.6611	22.4636	22.4275	22.1463	40.7437	41.8986	40.2398
2810006K23Rik	3.21803	2.92771	3.03547	3.25262	3.32935	3.31321	3.41625	3.46686	3.85436	5.41867	5.5832	5.5065
2810013P06Rik	4.47863	4.51668	4.341	9.95183	10.2829	10.7192	2.00281	2.01956	2.33505	3.41725	3.63349	3.74776
2810021J22Rik	1.21365	1.38044	1.21203	1.95806	1.78192	1.91945	2.85231	2.69964	2.5844	4.21428	4.23219	4.23024
2810025M15Rik	13.3268	12.8278	13.7856	7.99027	7.30732	8.48907	12.0386	13.0395	13.8348	12.7487	12.9026	13.9394
2810029C07Rik	1.00256	0.845532	0.838505	0.52933	0.524439	0.501972	0.413301	0.480344	0.535717	0.988974	1.03401	1.15334
2810047C21Rik1	1.16746	0.977163	1.28915	1.12821	1.29341	1.00258	3.66333	4.2819	4.25596	4.22337	4.61881	4.45662
2810049E08Rik	0.115434	0.110239	0.0443817	0.024066	0.0697428	0.0206992	0	0	0	0	0	0
2810403A07Rik	25.7725	25.3984	25.0577	37.115	38.3813	38.1824	35.6646	35.5432	35.154	38.2695	39.4715	39.9083
2810403D21Rik	0.632877	0.749448	0.729979	0.870832	0.815725	0.635518	0.449055	0.573088	0.61999	0.68515	0.756858	0.703501
2810404M03Rik	0	0	0	0	0	0	0.0381569	0.0514015	0	0.0178411	0	0
2810405F15Rik	0.36134	0.407819	0.363104	0.119849	0.0661559	0.0736299	0.76671	0.716104	0.675786	0.200755	0.260872	0.285272
2810408A11Rik	0.690277	0.834103	0.677029	1.21884	1.27669	1.23778	2.05172	2.01977	2.47028	3.57903	3.35624	3.58452
2810408I11Rik	5.28101	5.75894	5.83062	7.21603	8.22822	7.67817	5.3635	5.74428	5.41818	8.25556	9.83474	9.45129
2810410L24Rik	2.22074	2.10656	2.23484	1.81777	1.2907	1.37638	1.0297	1.0872	1.05126	1.11906	1.55961	1.25551
2810417H13Rik	68.0114	66.1671	67.9155	41.1943	41.8467	43.7098	62.4714	65.1656	63.1913	63.5284	63.1147	65.089
2810428I15Rik	25.4416	24.4815	26.1665	19.6181	21.4075	21.2135	28.7418	27.7928	29.1724	16.5323	17.7281	17.4871
2810429I04Rik	0.34792	0.207663	0.919649	0.408012	0.919652	0.545894	0.85266	1.23979	0.979903	1.06314	0.975182	1.35965
2810433D01Rik	0.0190717	0	0.0183316	0	0	0	0.320501	0.143917	0.560501	0.0666031	0.0712746	0.0662499
2810442N19Rik	0.193788	0.0528762	0.239487	0.202008	0.111508	0.198568	0.0516924	0.0232118	0.0542407	0.0483398	0.0258651	0.0480834
2810454H06Rik	0.423277	0.593439	0.605947	0.122043	0.0997549	0.137267	0.252241	0.21898	0.167628	0.157254	0.193526	0.187704
2810459M11Rik	0	0.00729409	0	0	0.00769104	0	0.0855695	0.121675	0.0823055	0.00666831	0	0.00663294
2810468N07Rik	0.0377193	0	0.0181277	0.137617	0.056973	0.0507277	0.0352152	0.0948775	0.277134	0.279916	0.211446	0.19654
2810471M01Rik	0	0	0	0	0	0	0.0148733	0.0133573	0	0.0139087	0	0.0138349
2810474O19Rik	24.4321	25.0764	23.7581	41.3443	40.3049	40.93	28.5494	28.8872	29.0503	48.7126	49.0094	49.8718
2900005J15Rik	0.0125143	0.0239022	0.0120287	0.0652257	0.0882106	0.157082	0.806165	0.682024	0.858167	0.437032	0.303995	0.489053
2900009J06Rik	0.983225	0.779633	1.26311	0.971667	0.71777	0.782889	0.46072	0.410788	0.317156	0.07917	0.199908	0.185299
2900011O08Rik	0.0864259	0.113487	0.0830719	0.022523	0.0108785	0.019372	0.0302582	0	0.0211666	0.0188638	0.0100934	0.00938188
